#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:file76a53e25eb4" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:file76a53e25eb4" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:file76a53e25eb4">
#                <taxonset id="TaxonSet.file76a53e25eb4" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:file76a53e25eb4" name="distribution" x="@birthRate.t:file76a53e25eb4">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:file76a53e25eb4" name="distribution">
#            <parameter id="clockRate.c:file76a53e25eb4" name="x">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:file76a53e25eb4">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean">10.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma">0.01</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@file76a53e25eb4" id="treeLikelihood.file76a53e25eb4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:file76a53e25eb4">
#            <siteModel id="SiteModel.s:file76a53e25eb4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:file76a53e25eb4" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:file76a53e25eb4" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:file76a53e25eb4" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:file76a53e25eb4" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:file76a53e25eb4" id="StrictClock.c:file76a53e25eb4" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.file76a53e25eb4	TreeHeight	YuleModel	birthRate	monophyletic(auto_name_1)	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
15000	-20.491336655276285	-16.6355322596103	-3.855804395665986	-16.6355322596103	10.008229862469166	-7.203382867142441	0.1006650852834008	0	3.3475784714764547	10.008229862469166	1.1269435848647689
16000	-20.805875457046483	-16.63456880367037	-4.1713066533761145	-16.63456880367037	10.008229862469166	-7.518885124852569	0.033515787562396655	0	3.3475784714764547	10.008229862469166	1.8518185198807677
17000	-20.85151984994397	-16.635532333438686	-4.215987516505283	-16.635532333438686	9.991373664257772	-7.530150827600478	0.03620440748396912	0	3.3141633110951947	9.991373664257772	3.46025691022444
18000	-21.332601172925173	-16.635532333438686	-4.697068839486489	-16.635532333438686	9.991373664257772	-8.011232150581684	0.17324993789522383	0	3.3141633110951947	9.991373664257772	3.3234180496280343
19000	-20.44112398120164	-16.603201325173124	-3.8379226560285136	-16.603201325173124	9.989409929294888	-6.963406321115613	0.13469030061398993	0	3.1254836650870996	9.989409929294888	0.9217052266004804
20000	-20.58417352882913	-16.6355322920671	-3.9486412367620276	-16.6355322920671	10.004507382616508	-7.533290399287471	0.04520458967214716	0	3.584649162525443	10.004507382616508	0.7501384816441747
21000	-20.89344650063763	-16.728543692730252	-4.164902807907378	-16.728543692730252	10.004507382616508	-7.749551970432821	0.2401880418246944	0	3.584649162525443	10.004507382616508	0.3692381669336978
22000	-20.090758804416808	-16.521590811798053	-3.5691679926187545	-16.521590811798053	10.005796366040366	-7.0874103490326235	0.13560124219319836	0	3.518242356413869	10.005796366040366	0.5689405545812932
23000	-20.044588845558312	-16.635532333438686	-3.4090565121196277	-16.635532333438686	10.00193986442516	-7.076472794963056	0.08003912233759627	0	3.6674162828434285	10.00193986442516	4.178021925582349
24000	-19.838923566189216	-16.635532333438686	-3.2033912327505294	-16.635532333438686	10.00193986442516	-6.870807515593958	0.1062919835968514	0	3.6674162828434285	10.00193986442516	8.46841633975997
25000	-19.88643512465565	-16.63553233343869	-3.250902791216962	-16.63553233343869	9.997661621185589	-6.909794366601952	0.14909036183370739	0	3.65889157538499	9.997661621185589	30.739212961224183
26000	-20.470763866495187	-16.635532333438686	-3.8352315330565006	-16.635532333438686	9.994186318558418	-7.352468726318937	0.06396149849298138	0	3.517237193262437	9.994186318558418	29.0667179049802
27000	-20.26393707382093	-16.635532333438686	-3.628404740382244	-16.635532333438686	9.994186318558418	-7.145641933644681	0.0660020753843573	0	3.517237193262437	9.994186318558418	32.07168628051612
28000	-22.494471255049326	-16.635532333438686	-5.8589389216106404	-16.635532333438686	9.997409969780223	-9.51162929169728	0.009481125514760814	0	3.6526903700866398	9.997409969780223	1189.2857020944073
29000	-21.107937022853946	-16.635532333438686	-4.472404689415259	-16.635532333438686	10.00545975226591	-8.009591868173125	0.025117309153794027	0	3.5371871787578657	10.00545975226591	1206.8062874858633
30000	-20.842344312301122	-16.635532333438686	-4.2068119788624365	-16.635532333438686	9.991695014115635	-7.548179678948335	0.09988958293849673	0	3.341367700085899	9.991695014115635	22583.06565809933
31000	-20.76390662637946	-16.635532333438686	-4.128374292940772	-16.635532333438686	10.005547654774162	-7.66072357825778	0.19040978421535162	0	3.532349285317008	10.005547654774162	495380.00855710276
32000	-21.128570746443522	-16.635532333438686	-4.493038413004836	-16.635532333438686	10.008149626236799	-7.847188026790656	0.23992670793171153	0	3.35414961378582	10.008149626236799	7.963422645207517E7
33000	-20.26558845014676	-16.635532333438686	-3.630056116708072	-16.635532333438686	9.995819464579714	-7.228903387490172	0.1138054551334957	0	3.5988472707821004	9.995819464579714	4.802017263776389E8
34000	-22.080959714791202	-16.635532333438686	-5.445427381352517	-16.635532333438686	10.0176884338855	-7.56725556752747	0.03365926223693245	0	2.1218281861749526	10.0176884338855	4.1231022256288925E10
35000	-22.18168727602212	-16.635532333438686	-5.546154942583435	-16.635532333438686	9.979252512846289	-7.080095479399794	0.16437102389780964	0	1.5339405368163583	9.979252512846289	3.355039798766117E14
36000	-19.63088144072832	-16.635532333438686	-2.9953491072896354	-16.635532333438686	10.002521608756894	-6.649788206458843	0.08635510611610266	0	3.6544390991692075	10.002521608756894	1.3141790918505179E20
37000	-20.427207850688177	-16.635532333438686	-3.7916755172494914	-16.635532333438686	9.99709768812945	-7.4357900990632455	0.05336798449820489	0	3.644114581813754	9.99709768812945	8.202986702215487E22
38000	-21.262124568930293	-16.635532333438686	-4.626592235491607	-16.635532333438686	10.014464881509827	-7.2666599028083265	0.04005410966349062	0	2.6400676673167194	10.014464881509827	1.4610773965141677E24
39000	-20.032488510467605	-16.635532333438686	-3.39695617702892	-16.635532333438686	10.008357809355072	-6.733922943733692	0.1135044336563953	0	3.336966766704772	10.008357809355072	6.060845289648388E24
40000	-21.342435490411056	-16.635532333438686	-4.706903156972368	-16.635532333438686	10.013948470280694	-7.420335693898828	0.13349909777345517	0	2.71343253692646	10.013948470280694	1.6061534244550024E28
41000	-19.873507191162204	-16.635532333438686	-3.2379748577235192	-16.635532333438686	9.996010525048561	-6.844626958566147	0.11671887814838476	0	3.606652100842628	9.996010525048561	1.185128937243313E32
42000	-20.46730339297769	-16.635532333438686	-3.8317710595390038	-16.635532333438686	9.996010525048561	-7.438423160381632	0.1808709360449942	0	3.606652100842628	9.996010525048561	2.5222533807693416E35
43000	-22.518606878199858	-16.635532333438686	-5.883074544761173	-16.635532333438686	10.015603695167854	-8.351929683087974	0.26248922184607193	0	2.468855138326801	10.015603695167854	2.384581890297906E35
44000	-21.471314146931704	-16.635532333438686	-4.835781813493016	-16.635532333438686	10.017166619274054	-7.048549379774853	0.06547270236843646	0	2.2127675662818365	10.017166619274054	6.117488428903148E41
45000	-23.685981101415134	-16.635532333438686	-7.050448767976447	-16.635532333438686	9.975646899709087	-7.771312951863537	0.032743901033397096	0	0.7208641838870902	9.975646899709087	3.9681441164684613E45
46000	-20.62209655838911	-16.635532333438686	-3.9865642249504227	-16.635532333438686	9.994114389699174	-7.499593834667895	0.09000358138301587	0	3.513029609717472	9.994114389699174	2.242689850387932E49
47000	-20.48005336012699	-16.635532333438686	-3.844521026688304	-16.635532333438686	10.00421188162316	-7.442052945434158	0.07879979646478467	0	3.597531918745854	10.00421188162316	3.3300811540508964E52
48000	-20.661797837616255	-16.635532333438686	-4.026265504177569	-16.635532333438686	9.992502575437936	-7.431440281641748	0.03458432723149201	0	3.40517477746418	9.992502575437936	1.0895389086780364E60
49000	-20.067443863585492	-16.635532333438686	-3.431911530146805	-16.635532333438686	10.003108575774474	-7.069826966201977	0.09795589056718067	0	3.637915436055172	10.003108575774474	9.677294965612347E62
50000	-20.199571020023892	-16.635532333438686	-3.564038686585207	-16.635532333438686	9.9910853827662	-6.852918337242732	0.09205032824890927	0	3.2888796506575253	9.9910853827662	7.424175051326057E64
51000	-20.52486161589593	-16.635532333438686	-3.889329282457243	-16.635532333438686	9.9910853827662	-7.178208933114768	0.05384220575491049	0	3.2888796506575253	9.9910853827662	1.3454787039808585E66
52000	-20.60925984526334	-16.635532333438686	-3.973727511824657	-16.635532333438686	9.990341241407235	-7.193501076841475	0.06167012708397693	0	3.2197735650168178	9.990341241407235	5.393609375776636E69
53000	-20.021202880969767	-16.635532333438686	-3.385670547531083	-16.635532333438686	9.998499175758411	-7.0606398332937985	0.14824229070017292	0	3.6749692857627156	9.998499175758411	4.1569674953054515E72
54000	-20.88181967301105	-16.635532333438686	-4.246287339572367	-16.635532333438686	9.98679159178044	-7.06020875388308	0.04689893237104932	0	2.8139214143107125	9.98679159178044	5.929902946359832E74
55000	-21.51995020253743	-16.635532333438686	-4.884417869098742	-16.635532333438686	10.013213071305028	-7.697723255323386	0.11499280458306245	0	2.813305386224644	10.013213071305028	3.874082005745669E76
56000	-21.89449979928247	-16.635532333438686	-5.258967465843784	-16.635532333438686	9.980364119699063	-7.017360142663554	0.13880928154812935	0	1.75839267681977	9.980364119699063	1.43949018183142E81
57000	-20.77645724512302	-16.635532333438686	-4.140924911684333	-16.635532333438686	10.012235081824247	-7.07867042823761	0.08779075829770726	0	2.9377455165532766	10.012235081824247	4.660113747739438E84
58000	-20.225894130619825	-16.635532333438686	-3.5903617971811377	-16.635532333438686	10.00490480133245	-7.156308069410498	0.15401356704825359	0	3.5659462722293602	10.00490480133245	2.2787855514305566E89
59000	-20.010822444621056	-16.635532333438686	-3.375290111182369	-16.635532333438686	9.993902903254922	-6.875648820371572	0.0861376072041553	0	3.500358709189203	9.993902903254922	1.2147637187106075E97
60000	-20.997746250924642	-16.635532333438686	-4.362213917485956	-16.635532333438686	9.993902903254922	-7.86257262667516	0.18297357637264838	0	3.500358709189203	9.993902903254922	8.047298729962498E100
61000	-20.43697821622248	-16.635532333438686	-3.801445882783797	-16.635532333438686	10.00487576424242	-7.368812150828877	0.1750399897059459	0	3.5673662680450797	10.00487576424242	8.860413046554969E105
62000	-20.038486977317113	-16.635532333438686	-3.402954643878427	-16.635532333438686	9.996053796125228	-7.011323671555511	0.08947462538022656	0	3.608369027677084	9.996053796125228	2.735148435347122E111
63000	-22.71681975749657	-16.635532333438686	-6.0812874240578845	-16.635532333438686	10.004506050687144	-9.665996612865731	0.33561631709677875	0	3.584709188807847	10.004506050687144	5.364214305102215E115
64000	-20.30168300271186	-16.635532333438686	-3.6661506692731765	-16.635532333438686	10.00931380433476	-6.918647566125683	0.06718572296373539	0	3.2524968968525068	10.00931380433476	2.8253671934676007E119
65000	-21.12510705769103	-16.635532333438686	-4.489574724252343	-16.635532333438686	9.990703383023176	-7.743670940966875	0.14885899265456806	0	3.2540962167145326	9.990703383023176	1.4553943935287078E122
66000	-20.054181509288163	-16.635532333438686	-3.418649175849476	-16.635532333438686	9.995135146935151	-6.986546851920065	0.07530884735702273	0	3.5678976760705887	9.995135146935151	4.180991769265966E127
67000	-19.785279712540333	-16.635532333438686	-3.1497473791016475	-16.635532333438686	9.994643483961552	-6.692517711534295	0.11542834704552166	0	3.5427703324326476	9.994643483961552	1.420769369173125E130
68000	-21.44655723425535	-16.635532333438686	-4.811024900816665	-16.635532333438686	10.015908494605624	-7.231855550514307	0.1852913285113543	0	2.420830649697643	10.015908494605624	1.439737108431172E132
69000	-20.143795760168192	-16.635532333438686	-3.5082634267295063	-16.635532333438686	9.991213186923886	-6.808454659340109	0.0691557877562308	0	3.3001912326106027	9.991213186923886	4.96817525658969E134
70000	-19.891617202452142	-16.635532333438686	-3.256084869013456	-16.635532333438686	9.994167853916595	-6.772246882106007	0.11172204282607676	0	3.516162013092551	9.994167853916595	1.2180458397342376E139
71000	-21.53196378838851	-16.635532333438686	-4.8964314549498225	-16.635532333438686	10.005995462207416	-8.402935272330481	0.27417061599250975	0	3.5065038173806586	10.005995462207416	3.6758951240024807E140
72000	-20.979216463655447	-16.635532333438686	-4.343684130216761	-16.635532333438686	10.005995462207416	-7.850187947597419	0.2242338889895226	0	3.5065038173806586	10.005995462207416	8.317630922615881E139
73000	-20.146513141893447	-16.635532333438686	-3.510980808454762	-16.635532333438686	10.008473502673096	-6.838211223483318	0.10062960606220266	0	3.3272304150285565	10.008473502673096	8.30902785430631E140
74000	-19.928188472305603	-16.635532333438686	-3.292656138866917	-16.635532333438686	10.008473502673096	-6.619886553895474	0.09692862571529441	0	3.3272304150285565	10.008473502673096	2.2612321423204382E142
75000	-20.81759968895978	-16.635532333438686	-4.182067355521093	-16.635532333438686	10.012387581591883	-7.101038119826772	0.1087588769836944	0	2.918970764305678	10.012387581591883	4.1447040758927216E144
76000	-22.4870464540304	-16.635532333438686	-5.851514120591713	-16.635532333438686	10.02102810112416	-7.326840588935454	0.04257636509567694	0	1.4753264683437406	10.02102810112416	8.502223619025146E149
77000	-21.05427169199158	-16.635532333438686	-4.418739358552896	-16.635532333438686	10.010314361631137	-7.5730407320469855	0.13560226130997258	0	3.1543013734940892	10.010314361631137	8.50591474244659E152
78000	-20.490995863204468	-16.635532333438686	-3.8554635297657835	-16.635532333438686	10.010314361631137	-7.009764903259873	0.07937546020272555	0	3.1543013734940892	10.010314361631137	5.779887208952648E158
79000	-20.678287002531725	-16.635532333438686	-4.042754669093037	-16.635532333438686	9.988412812462759	-7.057671746760455	0.1646004324988339	0	3.0149170776674175	9.988412812462759	2.6932669242074957E160
80000	-20.281717784169313	-16.635532333438686	-3.6461854507306257	-16.635532333438686	9.99509608223688	-7.212175056376855	0.06602504209307358	0	3.5659896056462297	9.99509608223688	2.842571857467261E161
81000	-20.599593268623792	-16.635532333438686	-3.9640609351851044	-16.635532333438686	10.003388208744983	-7.592892795470618	0.0342201498036798	0	3.628831860285514	10.003388208744983	1.3146232387551046E163
82000	-20.904422913489203	-16.635532333438686	-4.268890580050518	-16.635532333438686	10.003388208744983	-7.8977224403360315	0.028149517563736355	0	3.628831860285514	10.003388208744983	3.7854984767360055E167
83000	-20.211447411983755	-16.635532333438686	-3.5759150785450693	-16.635532333438686	10.007839942734487	-6.95482322092834	0.13928730894460037	0	3.3789081423832705	10.007839942734487	5.694961073580259E170
84000	-20.56026451651201	-16.635532333438686	-3.9247321830733246	-16.635532333438686	10.00867253977753	-7.234899104892541	0.1276011150175967	0	3.3101669218192167	10.00867253977753	2.715329051249947E171
85000	-19.966796721993294	-16.635532333438686	-3.331264388554609	-16.635532333438686	9.999767189164984	-7.0172250369135245	0.15117611160823666	0	3.6859606483589156	9.999767189164984	1.543613664880348E175
86000	-20.625936205697787	-16.635532333438686	-3.9904038722591024	-16.635532333438686	9.989776948346787	-7.154081599521202	0.060264124457782633	0	3.1636777272620997	9.989776948346787	7.967647005584456E178
87000	-23.138033230360953	-16.635532333438686	-6.502500896922266	-16.635532333438686	10.010906557021604	-9.593967619378159	0.2796827760083841	0	3.091466722455893	10.010906557021604	5.665241181692885E181
88000	-20.612057393256592	-16.635532333438686	-3.9765250598179076	-16.635532333438686	10.010906557021604	-7.0679917822738005	0.0774831927914599	0	3.091466722455893	10.010906557021604	8.576084130151055E186
89000	-21.60467206286062	-16.635532333438686	-4.969139729421933	-16.635532333438686	9.98900796177952	-8.051246861002983	0.156618185241684	0	3.08210713158105	9.98900796177952	9.218043279626509E188
90000	-20.71729390653002	-16.635532333438686	-4.081761573091334	-16.635532333438686	9.992324998767444	-7.47346500627606	0.16436009455099293	0	3.391703433184726	9.992324998767444	5.323176644279077E190
91000	-19.978900193037386	-16.635532333438686	-3.3433678595987018	-16.635532333438686	10.005615207337396	-6.8719467451724	0.13323617773204444	0	3.528578885573698	10.005615207337396	2.9544252486954458E193
92000	-20.214246733413546	-16.635532333438686	-3.578714399974862	-16.635532333438686	9.993325111626607	-7.042175378772001	0.0548818365738855	0	3.463460978797139	9.993325111626607	3.581007913289125E195
93000	-20.05149554690226	-16.635532333438686	-3.415963213463572	-16.635532333438686	9.993325111626607	-6.879424192260711	0.11021615784421795	0	3.463460978797139	9.993325111626607	6.35758235901243E197
94000	-20.171514472810074	-16.635532333438686	-3.535982139371386	-16.635532333438686	9.994681930220798	-7.080804461272502	0.18437337735454698	0	3.5448223219011155	9.994681930220798	5.828261770723882E198
95000	-22.302552022035343	-16.635532333438686	-5.667019688596655	-16.635532333438686	9.981850833434196	-7.706290106213583	0.212103531942479	0	2.0392704176169283	9.981850833434196	6.62043868310243E200
96000	-22.138295566361407	-16.635532333438686	-5.502763232922721	-16.635532333438686	9.981850833434196	-7.54203365053965	0.04502616371310231	0	2.0392704176169283	9.981850833434196	7.684107877465995E205
97000	-21.630707035363997	-16.635532333438686	-4.995174701925309	-16.635532333438686	10.002989695570298	-8.636714956693439	0.2850726780097501	0	3.6415402547681297	10.002989695570298	2.28074852658069E210
98000	-23.368910954904116	-16.635532333438686	-6.73337862146543	-16.635532333438686	9.996297396010979	-10.351063892751274	0.31726813133111353	0	3.6176852712858434	9.996297396010979	4.628846187064787E212
99000	-20.652448527096396	-16.635532333438686	-4.016916193657712	-16.635532333438686	10.01420744008895	-6.693891077035735	0.1292437455226323	0	2.6769748833780227	10.01420744008895	3.2621614578007293E215
100000	-21.433185099348073	-16.635532333438686	-4.797652765909385	-16.635532333438686	9.986043706973922	-7.5099938435439855	0.21039517991419268	0	2.7123410776346	9.986043706973922	1.947364995445387E220
101000	-22.23077575083873	-16.635532333438686	-5.595243417400043	-16.635532333438686	10.020028184475516	-7.275834203257024	0.046102153245080824	0	1.6805907858569809	10.020028184475516	5.994524961139594E220
102000	-20.920979808775186	-16.635532333438686	-4.285447475336499	-16.635532333438686	10.010828058376376	-7.385444887108907	0.04792604671591878	0	3.0999974117724087	10.010828058376376	2.1684549169570815E225
103000	-20.611465507425287	-16.635532333438686	-3.9759331739866	-16.635532333438686	10.010828058376376	-7.075930585759009	0.06170856291941608	0	3.0999974117724087	10.010828058376376	1.7136940880786535E226
104000	-21.523420778065706	-16.635532333438686	-4.887888444627022	-16.635532333438686	10.000479625341358	-8.572969895070077	0.26461436904337715	0	3.685081450443056	10.000479625341358	3.115779388018897E225
105000	-20.77426516118871	-16.635532333438686	-4.138732827750022	-16.635532333438686	9.991344509127975	-7.450376869354911	0.03414526662355631	0	3.3116440416048882	9.991344509127975	5.784305097269091E231
106000	-20.51604078304198	-16.635532333438686	-3.8805084496032958	-16.635532333438686	10.010835941725864	-6.979651936955149	0.0622442177332205	0	3.099143487351853	10.010835941725864	7.50968964288463E235
107000	-20.781272217559447	-16.635532333438686	-4.14573988412076	-16.635532333438686	9.989079326659407	-7.235666005844523	0.13883988720648965	0	3.089926121723763	9.989079326659407	3.89159713502732E243
108000	-19.89704827270574	-16.635532333438686	-3.261515939267053	-16.635532333438686	9.995268465155876	-6.835810482144668	0.09242085464433573	0	3.5742945428776145	9.995268465155876	2.6328230564866873E247
109000	-20.526624851998328	-16.635532333438686	-3.8910925185596423	-16.635532333438686	10.007551585174223	-7.2921919781253255	0.1605136307880498	0	3.401099459565683	10.007551585174223	5.117228113948048E251
110000	-21.927119868662675	-16.635532333438686	-5.291587535223989	-16.635532333438686	9.998723129676446	-8.969667198891539	0.20612543211758355	0	3.6780796636675492	9.998723129676446	1.5643451106879395E254
111000	-20.09376774391595	-16.635532333438686	-3.458235410477264	-16.635532333438686	10.007223095687817	-6.883601506683913	0.07688566180825755	0	3.4253660962066492	10.007223095687817	8.962936768157933E256
112000	-20.016096068678728	-16.635532333438686	-3.3805637352400435	-16.635532333438686	9.994512423578563	-6.916227913117891	0.0811806470780509	0	3.5356641778778473	9.994512423578563	2.861456911044919E258
113000	-20.058477578650102	-16.635532333438686	-3.422945245211417	-16.635532333438686	9.994512423578563	-6.958609423089264	0.11993123360994555	0	3.5356641778778473	9.994512423578563	2.0464981802069438E259
114000	-19.685555275966493	-16.635532333438686	-3.0500229425278076	-16.635532333438686	10.002983529531782	-6.691747352976138	0.09224733900166616	0	3.641724410448331	10.002983529531782	3.5487686306728234E264
115000	-20.143803063620073	-16.635532333438686	-3.5082707301813874	-16.635532333438686	10.002983529531782	-7.149995140629718	0.05475146347968881	0	3.641724410448331	10.002983529531782	4.4340457400108933E266
116000	-19.99185340675862	-16.635532333438686	-3.3563210733199313	-16.635532333438686	9.993232326808	-6.81354572393478	0.11313815020785392	0	3.4572246506148487	9.993232326808	1.7702295851077848E268
117000	-20.521810847989997	-16.635532333438686	-3.8862785145513112	-16.635532333438686	10.005955317191559	-7.395181153074368	0.15619210989563026	0	3.508902638523057	10.005955317191559	5.550179800557845E270
118000	-20.603512882259782	-16.635532333438686	-3.967980548821096	-16.635532333438686	10.011363464796013	-7.0085705407534284	0.05088092917036168	0	3.0405899919323325	10.011363464796013	3.588678218064507E275
