#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:file76a56a9c9116" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:file76a56a9c9116" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:file76a56a9c9116">
#                <taxonset id="TaxonSet.file76a56a9c9116" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:file76a56a9c9116" name="distribution" x="@birthRate.t:file76a56a9c9116">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@file76a56a9c9116" id="treeLikelihood.file76a56a9c9116" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:file76a56a9c9116">
#            <siteModel id="SiteModel.s:file76a56a9c9116" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:file76a56a9c9116" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:file76a56a9c9116" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:file76a56a9c9116" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:file76a56a9c9116" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:file76a56a9c9116" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:file76a56a9c9116" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
133000	-14.637713314522996	-15.195731927460963	0.5580186129379672	-15.195731927460963	0.12203827936995464	0.5580186129379672	1.7809829773490131
134000	-15.380512666967114	-15.740363982556786	0.35985131558967254	-15.740363982556786	0.1025026314449073	0.35985131558967254	18.1363262638238
135000	-14.531901287487205	-13.91494142448085	-0.6169598630063566	-13.91494142448085	0.3610445847429444	-0.6169598630063566	3.1077007192304316
136000	-15.004645725515605	-15.573043550974266	0.5683978254586604	-15.573043550974266	0.2268740845250196	0.5683978254586604	4.276701954644078
137000	-15.673710134839814	-15.348834207125371	-0.3248759277144422	-15.348834207125371	0.3637144890803844	-0.3248759277144422	2.7738136569122602
138000	-13.851852431419472	-16.69040053017325	2.8385480987537783	-16.69040053017325	0.06134460638795904	2.8385480987537783	16.504620952997044
139000	-16.641277734138377	-18.965520042191415	2.324242308053037	-18.965520042191415	0.06317177976000123	2.324242308053037	32.4286251549873
140000	-15.725268568525124	-14.727299930497797	-0.9979686380273272	-14.727299930497797	0.27403149658205944	-0.9979686380273272	9.494760363564364
141000	-14.410633996066545	-13.835266463692184	-0.575367532374361	-13.835266463692184	0.40197524571702914	-0.575367532374361	1.8401779878977003
142000	-17.59392332567635	-14.995250983347614	-2.5986723423287375	-14.995250983347614	0.4064070537744523	-2.5986723423287375	6.358498655150428
143000	-16.90380217901734	-14.614656572598982	-2.2891456064183604	-14.614656572598982	0.5390497115311852	-2.2891456064183604	2.816703959506575
144000	-13.649156187437033	-14.397688159198836	0.7485319717618037	-14.397688159198836	0.20038744783754894	0.7485319717618037	4.90202076984106
145000	-17.652321682236913	-14.515994126477644	-3.1363275557592685	-14.515994126477644	0.18457745499616923	-3.1363275557592685	19.951244007876085
146000	-15.911074555955336	-15.69687119540707	-0.21420336054826628	-15.69687119540707	0.10191693542868917	-0.21420336054826628	28.23442927992016
147000	-16.306599763478488	-13.950467638883715	-2.3561321245947706	-13.950467638883715	0.36615859676027157	-2.3561321245947706	6.263084896129297
148000	-14.97957439484392	-16.911272111311394	1.9316977164674736	-16.911272111311394	0.09994884637764567	1.9316977164674736	13.18513137355264
149000	-13.75443962453017	-16.253745419284215	2.4993057947540454	-16.253745419284215	0.09448625486463065	2.4993057947540454	8.379408159448849
150000	-19.094890537803305	-14.707060273357817	-4.387830264445489	-14.707060273357817	0.5492825253650352	-4.387830264445489	5.219149983728078
151000	-15.468475570913144	-14.495742687802911	-0.9727328831102326	-14.495742687802911	0.2828160607752041	-0.9727328831102326	5.478201262870914
152000	-15.677286251351479	-13.906903604921089	-1.7703826464303893	-13.906903604921089	0.6277668580112856	-1.7703826464303893	2.719728137122656
153000	-18.987165440027585	-14.463716225994915	-4.52344921403267	-14.463716225994915	0.347162775226818	-4.52344921403267	9.280496287125708
154000	-14.029751184935385	-14.213689525132462	0.18393834019707622	-14.213689525132462	0.24496442095761908	0.18393834019707622	2.8856548832897855
155000	-13.904777746735345	-14.324430256738502	0.41965251000315806	-14.324430256738502	0.21917524143613634	0.41965251000315806	2.1830863611102074
156000	-15.591586588468576	-14.755672996233608	-0.8359135922349679	-14.755672996233608	0.24458690286963405	-0.8359135922349679	7.235862815560203
157000	-14.545595752134039	-14.042241340402695	-0.5033544117313435	-14.042241340402695	0.30131955445310615	-0.5033544117313435	5.781939154263695
158000	-13.929550645132515	-14.220015998729755	0.29046535359724057	-14.220015998729755	0.22885545148504655	0.29046535359724057	4.926727705689139
159000	-13.804040772901004	-14.849966088895147	1.0459253159941435	-14.849966088895147	0.15273818684958795	1.0459253159941435	4.454526047702321
160000	-15.384225970778314	-15.148678633592851	-0.2355473371854616	-15.148678633592851	0.2651531415548994	-0.2355473371854616	1.418230510851988
161000	-19.435929588311087	-13.961505961698279	-5.474423626612808	-13.961505961698279	0.6804171551025946	-5.474423626612808	6.143845315677906
162000	-15.107825267625834	-13.99557157850058	-1.1122536891252532	-13.99557157850058	0.4802976690349191	-1.1122536891252532	1.978698605083871
163000	-17.870299253618708	-14.779594870783896	-3.0907043828348124	-14.779594870783896	0.4919060071965287	-3.0907043828348124	5.052979802392137
164000	-14.838983260640696	-14.037973337295488	-0.8010099233452073	-14.037973337295488	0.47950561308382555	-0.8010099233452073	2.6962473524087733
165000	-18.677510332725195	-15.793813120683716	-2.88369721204148	-15.793813120683716	1.1099660081209886	-2.88369721204148	0.6555205784060117
