#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:file76a54892883c" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:file76a54892883c" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:file76a54892883c">
#                <taxonset id="TaxonSet.file76a54892883c" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:file76a54892883c" name="distribution" x="@birthRate.t:file76a54892883c">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:file76a54892883c" name="distribution">
#            <parameter id="clockRate.c:file76a54892883c" name="x">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:file76a54892883c">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean">10.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma">0.01</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@file76a54892883c" id="treeLikelihood.file76a54892883c" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:file76a54892883c">
#            <siteModel id="SiteModel.s:file76a54892883c" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:file76a54892883c" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:file76a54892883c" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:file76a54892883c" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:file76a54892883c" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:file76a54892883c" id="StrictClock.c:file76a54892883c" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.file76a54892883c	TreeHeight	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
243000	-21.04473303243168	-16.635532333438686	-4.4092006989929935	-16.635532333438686	10.009945181325065	-7.600899193834277	0.03281906119143577	3.1916984948412828	10.009945181325065	Infinity
244000	-21.69640660970392	-16.635532333438686	-5.060874276265237	-16.635532333438686	10.009945181325065	-8.25257277110652	0.2088503261149971	3.1916984948412828	10.009945181325065	Infinity
245000	-20.943736087607306	-16.635532333438686	-4.308203754168618	-16.635532333438686	9.99995021540998	-7.994423014425019	0.2608315766472042	3.6862192602564012	9.99995021540998	Infinity
246000	-20.16850536544986	-16.635532333438686	-3.5329730320111756	-16.635532333438686	9.99995021540998	-7.219192292267577	0.09311453599201511	3.6862192602564012	9.99995021540998	Infinity
247000	-20.26782699218979	-16.635532333438686	-3.6322946587511047	-16.635532333438686	10.004481336790477	-7.218114414386129	0.0591791763727944	3.585819755635024	10.004481336790477	Infinity
248000	-19.978203528517305	-16.635532333438686	-3.342671195078621	-16.635532333438686	10.003945982760532	-6.951048948129946	0.1254940991458635	3.6083777530513252	10.003945982760532	Infinity
249000	-22.927316886094857	-16.635532333438686	-6.291784552656171	-16.635532333438686	9.983519286365794	-8.619946595976145	0.26298195376692923	2.328162043319974	9.983519286365794	Infinity
250000	-20.3634946306197	-16.635532333438686	-3.7279622971810156	-16.635532333438686	10.003213116579191	-7.3625733592070635	0.059030098400120995	3.634611062026048	10.003213116579191	Infinity
251000	-21.96921080876096	-16.635532333438686	-5.333678475322273	-16.635532333438686	9.995966544500995	-8.938566311793409	0.28119702179033906	3.604887836471136	9.995966544500995	Infinity
252000	-21.184376048574208	-16.635532333438686	-4.548843715135524	-16.635532333438686	9.98734344604503	-7.434133577843538	0.03820204985246297	2.8852898627080137	9.98734344604503	Infinity
253000	-19.83729187593895	-16.635532333438686	-3.2017595425002634	-16.635532333438686	10.000579147558625	-6.886314135810376	0.06545985103689793	3.6845545933101125	10.000579147558625	Infinity
254000	-20.495418124309776	-16.635532333438686	-3.8598857908710897	-16.635532333438686	10.004611462493415	-7.43978951201365	0.035244615233435736	3.5799037211425606	10.004611462493415	Infinity
255000	-20.447925575427387	-16.635532333438686	-3.812393241988702	-16.635532333438686	10.001644372665492	-7.485105087457034	0.1610012561663158	3.6727118454683323	10.001644372665492	Infinity
256000	-20.154797420108757	-16.635532333438686	-3.5192650866700728	-16.635532333438686	10.002376197112698	-7.177265175861528	0.14229820879131386	3.6580000891914555	10.002376197112698	Infinity
257000	-20.950383717249323	-16.635532333438686	-4.3148513838106375	-16.635532333438686	9.985901835903329	-7.007291882110728	0.10690178940875883	2.6924404983000905	9.985901835903329	Infinity
258000	-21.384185857840706	-16.635532333438686	-4.748653524402018	-16.635532333438686	9.981935535645118	-6.8032608150413525	0.07864953369883206	2.0546072906393342	9.981935535645118	Infinity
259000	-20.317805674766184	-16.635532333438686	-3.6822733413274995	-16.635532333438686	10.001028700908417	-7.363213866316025	0.03903635915045718	3.6809405249885256	10.001028700908417	Infinity
260000	-20.63782531976927	-16.635532333438686	-4.002292986330583	-16.635532333438686	9.986435786849592	-6.768585247165479	0.13388587091117624	2.766292260834896	9.986435786849592	Infinity
261000	-20.601995681320016	-16.635532333438686	-3.9664633478813305	-16.635532333438686	10.0109743764963	-7.050510303252045	0.12803228440166983	3.0840469553707144	10.0109743764963	Infinity
262000	-20.065546725139612	-16.635532333438686	-3.4300143917009267	-16.635532333438686	10.007140425972505	-6.861317629140228	0.09854091450185326	3.431303237439301	10.007140425972505	Infinity
263000	-21.865258044328137	-16.635532333438686	-5.229725710889451	-16.635532333438686	10.019849435457854	-6.945956923695399	0.06883898471654233	1.7162312128059483	10.019849435457854	Infinity
264000	-20.344870808737895	-16.635532333438686	-3.70933847529921	-16.635532333438686	9.992162633096601	-7.088448528190186	0.14085501315949056	3.3791100528909763	9.992162633096601	Infinity
265000	-19.924751097400538	-16.635532333438686	-3.289218763961853	-16.635532333438686	9.999621521012603	-6.974734185025767	0.08669386099946766	3.685515421063914	9.999621521012603	Infinity
266000	-22.695312532119935	-16.635532333438686	-6.059780198681248	-16.635532333438686	9.99964360929611	-9.745376779795569	0.3902698820503388	3.6855965811143205	9.99964360929611	Infinity
267000	-20.784288839624143	-16.635532333438686	-4.148756506185457	-16.635532333438686	9.997531070612293	-7.804510097361467	0.15803232968577247	3.6557535911760097	9.997531070612293	Infinity
268000	-20.058442622537903	-16.635532333438686	-3.422910289099218	-16.635532333438686	9.997531070612293	-7.0786638802752275	0.06124541872025636	3.6557535911760097	9.997531070612293	Infinity
269000	-19.959152782563244	-16.635532333438686	-3.3236204491245562	-16.635532333438686	10.005681795723895	-6.848438088667628	0.15042379203372855	3.5248176395430715	10.005681795723895	Infinity
270000	-21.417288812964888	-16.635532333438686	-4.7817564795262015	-16.635532333438686	10.012302795451818	-7.7111942526632244	0.22274598484607105	2.9294377731370225	10.012302795451818	Infinity
271000	-21.95204534074392	-16.635532333438686	-5.3165130073052325	-16.635532333438686	10.021668124565544	-6.655206549149064	0.11599379014317232	1.3386935418438317	10.021668124565544	Infinity
272000	-20.582510697909306	-16.635532333438686	-3.9469783644706222	-16.635532333438686	9.988517950099567	-6.974022667673861	0.10755038953661496	3.0270443032032386	9.988517950099567	Infinity
273000	-20.183420800488797	-16.635532333438686	-3.5478884670501123	-16.635532333438686	10.00695715706812	-6.992109947481059	0.16335932904901915	3.444221480430947	10.00695715706812	Infinity
274000	-20.616212939102898	-16.635532333438686	-3.9806806056642112	-16.635532333438686	9.990025083582895	-7.1694174708064295	0.19348990824880946	3.1887368651422183	9.990025083582895	Infinity
275000	-20.222888361799676	-16.635532333438686	-3.587356028360991	-16.635532333438686	10.004508138825607	-7.171971102789705	0.0432997917252028	3.5846150744287137	10.004508138825607	Infinity
276000	-23.80275207148318	-16.635532333438686	-7.167219738044495	-16.635532333438686	10.022427579946251	-8.338469679600415	0.2091399771074488	1.1712499415559199	10.022427579946251	Infinity
277000	-23.06659793814145	-16.635532333438686	-6.431065604702762	-16.635532333438686	9.99662999977097	-10.060512749767884	0.4088996370906006	3.6294471450651224	9.99662999977097	Infinity
278000	-20.334158936957188	-16.635532333438686	-3.698626603518502	-16.635532333438686	9.99662999977097	-7.328073748583624	0.04142515597364246	3.6294471450651224	9.99662999977097	Infinity
279000	-21.968545938087512	-16.635532333438686	-5.333013604648826	-16.635532333438686	10.016671152035661	-7.6296087064516165	0.16986762725838694	2.2965951018027906	10.016671152035661	Infinity
280000	-20.578399553482278	-16.635532333438686	-3.9428672200435937	-16.635532333438686	10.00375359978281	-7.558651316179465	0.20364012545224477	3.6157840961358714	10.00375359978281	Infinity
281000	-20.332129333307517	-16.635532333438686	-3.6965969998688317	-16.635532333438686	10.006406580714769	-7.17760727037801	0.10863929496676161	3.481010270509178	10.006406580714769	Infinity
282000	-19.94938329335846	-16.635532333438686	-3.313850959919771	-16.635532333438686	9.993642287832913	-6.797980092705529	0.14503963822382793	3.484129132785758	9.993642287832913	Infinity
283000	-20.913601016339484	-16.635532333438686	-4.278068682900797	-16.635532333438686	9.994509748402315	-7.813586022654807	0.13328995993366027	3.5355173397540107	9.994509748402315	Infinity
284000	-21.023816050894	-16.635532333438686	-4.388283717455314	-16.635532333438686	9.990132219950684	-7.587649954730372	0.15163780029404988	3.199366237275058	9.990132219950684	Infinity
285000	-21.463431646384063	-16.635532333438686	-4.8278993129453776	-16.635532333438686	9.984884031635687	-7.371668467774247	0.20720383855122637	2.543769154828869	9.984884031635687	Infinity
286000	-23.20701017813517	-16.635532333438686	-6.571477844696483	-16.635532333438686	9.987171754915503	-9.43489013774024	0.2803973432646469	2.863412293043757	9.987171754915503	Infinity
287000	-21.494628073081238	-16.635532333438686	-4.85909573964255	-16.635532333438686	9.987171754915503	-7.722508032686307	0.0332810365634968	2.863412293043757	9.987171754915503	Infinity
288000	-20.517719241766862	-16.635532333438686	-3.882186908328176	-16.635532333438686	10.001268762854503	-7.560369765206765	0.21744251196529368	3.678182856878589	10.001268762854503	Infinity
289000	-24.12139286414498	-16.635532333438686	-7.485860530706292	-16.635532333438686	10.026487425267957	-7.664173696861618	0.13532248742997482	0.17831316615532566	10.026487425267957	Infinity
290000	-20.102909951007586	-16.635532333438686	-3.4673776175689013	-16.635532333438686	10.00711330442311	-6.900613771273187	0.07388419861654452	3.433236153704286	10.00711330442311	Infinity
291000	-20.72790290447634	-16.635532333438686	-4.092370571037654	-16.635532333438686	9.99557059673684	-7.680504157482621	0.19029441319183962	3.5881335864449664	9.99557059673684	Infinity
292000	-19.9496523296788	-16.635532333438686	-3.3141199962401124	-16.635532333438686	9.995411565238994	-6.895082981243495	0.125000733512561	3.5809629850033824	9.995411565238994	Infinity
293000	-24.890160139463035	-16.635532333438686	-8.254627806024349	-16.635532333438686	9.996086581298993	-11.86428522916081	0.43341884615904785	3.609657423136461	9.996086581298993	Infinity
294000	-27.17787832811009	-16.635532333438686	-10.542345994671406	-16.635532333438686	10.022892274695096	-11.608296443876231	0.453831729206695	1.0659504492048257	10.022892274695096	Infinity
295000	-22.118427117848583	-16.635532333438686	-5.482894784409898	-16.635532333438686	9.983683362353561	-7.83796311676744	0.12694318270994442	2.3550683323575425	9.983683362353561	Infinity
296000	-21.445138212190386	-16.635532333438686	-4.809605878751699	-16.635532333438686	9.983683362353561	-7.164674211109242	0.18389864974907938	2.3550683323575425	9.983683362353561	Infinity
297000	-20.101246610784997	-16.635532333438686	-3.465714277346312	-16.635532333438686	9.997492614778741	-7.120511026890792	0.048174726127034634	3.6547967495444804	9.997492614778741	Infinity
298000	-20.73972062065944	-16.635532333438686	-4.104188287220753	-16.635532333438686	9.98853337646641	-7.133002663698814	0.14229282047387892	3.0288143764780617	9.98853337646641	Infinity
299000	-20.47852907919334	-16.635532333438686	-3.8429967457546548	-16.635532333438686	9.991403360900813	-7.159717379529743	0.04655711976606767	3.3167206337750885	9.991403360900813	Infinity
300000	-19.906132808367097	-16.635532333438686	-3.2706004749284117	-16.635532333438686	9.99827321666049	-6.941923224203779	0.1488577176007016	3.6713227492753675	9.99827321666049	Infinity
301000	-20.380991882705526	-16.635532333438686	-3.745459549266839	-16.635532333438686	9.999102400245599	-7.427662775454754	0.049695926920685515	3.6822032261879154	9.999102400245599	Infinity
302000	-26.122179221683254	-16.635532333438686	-9.486646888244568	-16.635532333438686	9.965180911193677	-7.111033814514985	0.11687247359474888	-2.375613073729583	9.965180911193677	Infinity
303000	-22.39353734223526	-16.635532333438686	-5.758005008796572	-16.635532333438686	9.977018711880715	-6.80353864347214	0.09469673291176828	1.045533634675568	9.977018711880715	Infinity
304000	-21.222835903859284	-16.635532333438686	-4.587303570420597	-16.635532333438686	9.983649317912407	-6.93681119955639	0.1565203229910217	2.3495076291357924	9.983649317912407	Infinity
305000	-21.542270217102427	-16.635532333438686	-4.906737883663739	-16.635532333438686	9.9842004713966	-7.344844015998804	0.07447386798959325	2.4381061323350655	9.9842004713966	Infinity
306000	-21.134313498379832	-16.635532333438686	-4.498781164941144	-16.635532333438686	9.989383468075527	-7.621459067207781	0.19145735511712478	3.122677902266637	9.989383468075527	Infinity
307000	-19.971386506974415	-16.635532333438686	-3.33585417353573	-16.635532333438686	10.00426427197778	-6.931165748816754	0.11866213392510064	3.5953115752810243	10.00426427197778	Infinity
308000	-20.441876917687555	-16.635532333438686	-3.8063445842488703	-16.635532333438686	9.991756328466062	-7.15278563523499	0.06742893720580417	3.3464410509861193	9.991756328466062	Infinity
309000	-20.465708693425643	-16.635532333438686	-3.8301763599869574	-16.635532333438686	10.009521767462026	-7.063087734765908	0.12211492252730344	3.2329113747789506	10.009521767462026	Infinity
310000	-20.090068218920127	-16.635532333438686	-3.454535885481442	-16.635532333438686	10.003126880634246	-7.091880625760735	0.17448563016810986	3.6373447402792936	10.003126880634246	Infinity
311000	-19.777575774103866	-16.635532333438686	-3.1420434406651796	-16.635532333438686	9.995620549674943	-6.732377167700372	0.08393934366979984	3.5903337270351927	9.995620549674943	Infinity
312000	-22.04076255806645	-16.635532333438686	-5.405230224627765	-16.635532333438686	10.017021271663937	-7.642843432123409	0.037099388862503406	2.2376132074956447	10.017021271663937	Infinity
313000	-24.390600753767835	-16.635532333438686	-7.755068420329151	-16.635532333438686	9.972244816311411	-7.589548965176052	0.1182752761145427	-0.16551945515309852	9.972244816311411	Infinity
314000	-20.894244921159952	-16.635532333438686	-4.258712587721268	-16.635532333438686	9.9883814230692	-7.269987591020054	0.11322274846597391	3.0112750032987856	9.9883814230692	Infinity
315000	-20.061211512773475	-16.635532333438686	-3.425679179334789	-16.635532333438686	10.003636093785138	-7.045804942046609	0.08982866218527762	3.62012576271182	10.003636093785138	Infinity
316000	-20.57962706208994	-16.635532333438686	-3.944094728651254	-16.635532333438686	10.003636093785138	-7.564220491363074	0.18624428902138884	3.62012576271182	10.003636093785138	Infinity
317000	-21.231970650604175	-16.635532333438686	-4.5964383171654895	-16.635532333438686	9.994294035957852	-8.119879841697468	0.2566930565264595	3.523441524531979	9.994294035957852	Infinity
318000	-21.553163193620616	-16.635532333438686	-4.91763086018193	-16.635532333438686	9.988766354182674	-7.972888521219756	0.15079242463957576	3.0552576610378264	9.988766354182674	Infinity
319000	-20.489237172422893	-16.635532333438686	-3.8537048389842083	-16.635532333438686	9.99329867522408	-7.31539772300586	0.03990688836869772	3.461692884021652	9.99329867522408	Infinity
320000	-22.16989769015379	-16.635532333438686	-5.534365356715103	-16.635532333438686	10.011315128490004	-8.580436345772004	0.29860506831422134	3.0460709890569	10.011315128490004	Infinity
321000	-23.19994477277414	-16.635532333438686	-6.564412439335451	-16.635532333438686	9.995149066440106	-10.132986310106357	0.40070400973427456	3.568573870770907	9.995149066440106	Infinity
322000	-21.384028156199584	-16.635532333438686	-4.748495822760896	-16.635532333438686	10.010499736105878	-7.88350518407894	0.18912566483313367	3.1350093613180445	10.010499736105878	Infinity
323000	-21.934250792766314	-16.635532333438686	-5.298718459327628	-16.635532333438686	9.985887714948909	-7.989167165294804	0.1893528594893955	2.6904487059671753	9.985887714948909	Infinity
324000	-19.821301958872635	-16.635532333438686	-3.185769625433949	-16.635532333438686	9.995701692492958	-6.779624041091882	0.10205464896836304	3.593854415657933	9.995701692492958	Infinity
325000	-20.639073037702286	-16.635532333438686	-4.0035407042635995	-16.635532333438686	9.997027646076821	-7.645597917823845	0.22897042709780996	3.642057213560245	9.997027646076821	Infinity
326000	-20.156374185104593	-16.635532333438686	-3.520841851665906	-16.635532333438686	9.99556442638271	-7.1087019378773455	0.088894668378061	3.5878600862114394	9.99556442638271	Infinity
327000	-20.229422408973313	-16.635532333438686	-3.5938900755346284	-16.635532333438686	9.997065666830359	-7.237070172565771	0.07836089941976	3.6431800970311423	9.997065666830359	Infinity
328000	-21.002554762027128	-16.635532333438686	-4.367022428588441	-16.635532333438686	9.990280519902344	-7.580912614528172	0.180670828698597	3.2138901859397313	9.990280519902344	Infinity
329000	-20.49529910184901	-16.635532333438686	-3.859766768410324	-16.635532333438686	10.008323265522932	-7.199614676367568	0.17340538011626824	3.339847907957244	10.008323265522932	Infinity
330000	-23.69730838265265	-16.635532333438686	-7.061776049213966	-16.635532333438686	9.977706470763321	-8.263000472864118	0.173884613406516	1.2012244236501517	9.977706470763321	Infinity
331000	-22.323986665306244	-16.635532333438686	-5.688454331867558	-16.635532333438686	9.983810802975107	-8.064235483096942	0.21267408622467898	2.3757811512293845	9.983810802975107	Infinity
332000	-20.82622304576347	-16.635532333438686	-4.190690712324784	-16.635532333438686	9.987336452322715	-7.075095166233886	0.1294501619069946	2.884404453909102	9.987336452322715	Infinity
333000	-20.49132942082859	-16.635532333438686	-3.8557970873899037	-16.635532333438686	10.006792189410085	-7.311359555260978	0.05479992727463934	3.4555624678710744	10.006792189410085	Infinity
334000	-22.65152583260564	-16.635532333438686	-6.015993499166953	-16.635532333438686	9.976864483426386	-7.025964516310529	0.17996055214972034	1.0099710171435752	9.976864483426386	Infinity
335000	-22.828914157090615	-16.635532333438686	-6.193381823651929	-16.635532333438686	9.975842850513768	-6.961774119934542	0.16292710765451957	0.7683922962826135	9.975842850513768	Infinity
336000	-21.438701200767355	-16.635532333438686	-4.80316886732867	-16.635532333438686	10.014108169507042	-7.494198285915007	0.04171558090944774	2.6910294185863375	10.014108169507042	Infinity
337000	-20.53206731412166	-16.635532333438686	-3.896534980682977	-16.635532333438686	9.989585935983875	-7.040502986806672	0.04873457095213012	3.143968006123695	9.989585935983875	Infinity
338000	-23.220093212841935	-16.635532333438686	-6.5845608794032495	-16.635532333438686	10.016467469571355	-8.914904761769204	0.3007910568583851	2.3303438823659546	10.016467469571355	Infinity
339000	-20.72146449277532	-16.635532333438686	-4.0859321593366325	-16.635532333438686	10.014436457174098	-6.730107333422283	0.07417790956606435	2.6441751740856505	10.014436457174098	Infinity
340000	-21.11110744145059	-16.635532333438686	-4.475575108011902	-16.635532333438686	10.014436457174098	-7.119750282097552	0.17248539764233917	2.6441751740856505	10.014436457174098	Infinity
341000	-21.8880624493546	-16.635532333438686	-5.252530115915915	-16.635532333438686	10.009662184911114	-8.471972682416492	0.25773568777624656	3.219442566500577	10.009662184911114	Infinity
342000	-21.184882701933756	-16.635532333438686	-4.5493503684950705	-16.635532333438686	9.987193527914522	-7.415553384897892	0.20253797306993104	2.866203016402822	9.987193527914522	Infinity
343000	-22.115955321966837	-16.635532333438686	-5.480422988528152	-16.635532333438686	10.010611419306555	-8.603643542813957	0.2994177032253798	3.1232205542858056	10.010611419306555	Infinity
344000	-22.27213253043567	-16.635532333438686	-5.636600196996982	-16.635532333438686	9.995324797185852	-9.213544243013297	0.27540365774261805	3.5769440460163153	9.995324797185852	Infinity
345000	-19.97844530411577	-16.635532333438686	-3.3429129706770846	-16.635532333438686	10.00262572481994	-6.994672469310277	0.08008320114947977	3.6517594986331927	10.00262572481994	Infinity
346000	-22.650672666765985	-16.635532333438686	-6.015140333327301	-16.635532333438686	9.977995649073566	-7.280414687642523	0.14637002568332547	1.2652743543152218	9.977995649073566	Infinity
347000	-20.189743314531558	-16.635532333438686	-3.554210981092873	-16.635532333438686	9.99940338054556	-7.238662860009213	0.10245995025553396	3.68445187891634	9.99940338054556	Infinity
348000	-19.70955180095633	-16.635532333438686	-3.074019467517643	-16.635532333438686	9.99940338054556	-6.758471346433983	0.13829865324340176	3.68445187891634	9.99940338054556	Infinity
349000	-20.56899467011766	-16.635532333438686	-3.9334623366789754	-16.635532333438686	9.98748271514816	-6.8362818891517945	0.14556748570382572	2.902819552472819	9.98748271514816	Infinity
350000	-22.309771617741053	-16.635532333438686	-5.6742392843023675	-16.635532333438686	10.021196246638304	-7.114066579326672	0.04505375912018725	1.4398272950243047	10.021196246638304	Infinity
351000	-21.359026222661644	-16.635532333438686	-4.723493889222958	-16.635532333438686	9.997483151639647	-8.378052913661328	0.01836754436366034	3.6545590244383708	9.997483151639647	Infinity
352000	-21.16202982752212	-16.635532333438686	-4.526497494083434	-16.635532333438686	10.011024497080275	-7.605031467501932	0.03553828819521434	3.078533973418498	10.011024497080275	Infinity
353000	-20.92200946163593	-16.635532333438686	-4.286477128197243	-16.635532333438686	10.010439107120547	-7.42783399360939	0.0984425602589834	3.1413568654121473	10.010439107120547	Infinity
354000	-20.341465246690607	-16.635532333438686	-3.705932913251922	-16.635532333438686	10.007949768224337	-7.076170491931912	0.06739094398056503	3.3702375786799905	10.007949768224337	Infinity
355000	-19.964258137548978	-16.635532333438686	-3.3287258041102916	-16.635532333438686	10.006450686271508	-6.806900690026593	0.06513270016756197	3.4781748859163013	10.006450686271508	Infinity
356000	-20.4064072350697	-16.635532333438686	-3.770874901631016	-16.635532333438686	9.994561281281673	-7.309208247929013	0.15789735296953808	3.538333346297997	9.994561281281673	Infinity
357000	-19.97565067484039	-16.635532333438686	-3.340118341401705	-16.635532333438686	9.998969991012732	-7.0210454016158605	0.07472906433376124	3.6809270602141555	9.998969991012732	Infinity
358000	-25.191662731932055	-16.635532333438686	-8.556130398493368	-16.635532333438686	9.967292372219061	-6.893417475994651	0.08239084172234816	-1.6627129224987165	9.967292372219061	Infinity
359000	-20.022999236040896	-16.635532333438686	-3.387466902602208	-16.635532333438686	9.999996848977997	-7.0736985057409285	0.09411505047101879	3.6862316031387206	9.999996848977997	Infinity
360000	-19.974777739336094	-16.635532333438686	-3.339245405897409	-16.635532333438686	10.008234320841849	-6.686456860048288	0.07755644430983595	3.3472114541508793	10.008234320841849	Infinity
361000	-20.159608930505943	-16.635532333438686	-3.524076597067257	-16.635532333438686	9.997001995274138	-7.165368088169215	0.04391529727927728	3.641291491101958	9.997001995274138	Infinity
362000	-21.904975316646382	-16.635532333438686	-5.269442983207697	-16.635532333438686	9.98180423953427	-7.300246141360019	0.0687449598936794	2.030803158152322	9.98180423953427	Infinity
363000	-19.91404548570198	-16.635532333438686	-3.278513152263295	-16.635532333438686	9.995799553939003	-6.876526069489987	0.09507209073534746	3.598012917226692	9.995799553939003	Infinity
364000	-20.288259174212747	-16.635532333438686	-3.6527268407740596	-16.635532333438686	10.006412740612667	-7.133342282730717	0.09680294230871923	3.4806154419566573	10.006412740612667	Infinity
365000	-19.94965346828471	-16.635532333438686	-3.3141211348460224	-16.635532333438686	9.991797496747438	-6.663947489587981	0.08919129473829375	3.3498263547419587	9.991797496747438	Infinity
366000	-20.547723767109925	-16.635532333438686	-3.9121914336712393	-16.635532333438686	10.00942557352892	-7.154215904709215	0.10733215629068452	3.2420244710379755	10.00942557352892	Infinity
367000	-20.96116055142883	-16.635532333438686	-4.325628217990143	-16.635532333438686	9.99939428278501	-8.010025404050888	0.2539681870365161	3.684397186060744	9.99939428278501	Infinity
368000	-20.145648387829922	-16.635532333438686	-3.5101160543912373	-16.635532333438686	10.000822114058145	-7.192968349551654	0.1244683034668399	3.6828522951604166	10.000822114058145	Infinity
369000	-20.344542191649726	-16.635532333438686	-3.7090098582110396	-16.635532333438686	10.005246500896607	-7.257612652703948	0.15592309313110878	3.548602794492908	10.005246500896607	Infinity
370000	-20.89995911858889	-16.635532333438686	-4.264426785150204	-16.635532333438686	10.00421600387843	-7.861784994418956	0.17610655048396703	3.5973582092687524	10.00421600387843	Infinity
371000	-20.197872253646786	-16.635532333438686	-3.5623399202080983	-16.635532333438686	10.003964741695302	-7.1699756894391715	0.10300807579971773	3.607635769231073	10.003964741695302	Infinity
372000	-19.72388307025342	-16.635532333438686	-3.088350736814735	-16.635532333438686	10.003964741695302	-6.695986506045808	0.11454003431506114	3.607635769231073	10.003964741695302	Infinity
373000	-22.05022601822263	-16.635532333438686	-5.414693684783947	-16.635532333438686	9.97889861086924	-6.874582221328705	0.06241436189205864	1.4598885365447578	9.97889861086924	Infinity
374000	-20.74218526755633	-16.635532333438686	-4.106652934117642	-16.635532333438686	9.987585282132574	-7.022258488262173	0.06188068082300692	2.91560555414453	9.987585282132574	Infinity
375000	-20.687976367697324	-16.635532333438686	-4.052444034258636	-16.635532333438686	9.99878721831079	-7.73132148991364	0.11441965800342392	3.678877455655003	9.99878721831079	Infinity
376000	-22.778156959568335	-16.635532333438686	-6.142624626129649	-16.635532333438686	9.978631105913852	-7.545708106588	0.0364131255805897	1.4030834804583514	9.978631105913852	Infinity
377000	-22.49252960169553	-16.635532333438686	-5.856997268256844	-16.635532333438686	9.978631105913852	-7.260080748715196	0.050933025979103444	1.4030834804583514	9.978631105913852	Infinity
378000	-20.086149643574277	-16.635532333438686	-3.4506173101355917	-16.635532333438686	9.99815732270408	-7.119871664834505	0.04428907773064031	3.669254354698913	9.99815732270408	Infinity
379000	-19.775217114334705	-16.635532333438686	-3.1396847808960184	-16.635532333438686	9.99815732270408	-6.808939135594931	0.094957303906718	3.669254354698913	9.99815732270408	Infinity
380000	-23.44088966543403	-16.635532333438686	-6.805357331995346	-16.635532333438686	9.978637802970171	-8.209871675072637	0.24604864295318146	1.4045143430772917	9.978637802970171	Infinity
381000	-21.137306366579107	-16.635532333438686	-4.501774033140422	-16.635532333438686	10.016093021765153	-6.893078938255412	0.16085052152671403	2.39130490511499	10.016093021765153	Infinity
382000	-21.103233568323965	-16.635532333438686	-4.467701234885277	-16.635532333438686	9.992392007408919	-7.864525131338944	0.18392781088339832	3.396823896453666	9.992392007408919	Infinity
383000	-24.158412693649787	-16.635532333438686	-7.522880360211101	-16.635532333438686	10.006416920447615	-11.003227672839436	0.38956868196220673	3.4803473126283357	10.006416920447615	Infinity
384000	-19.815832040987356	-16.635532333438686	-3.1802997075486696	-16.635532333438686	10.003752898246127	-6.796110134103181	0.11741939782581604	3.615810426554511	10.003752898246127	Infinity
385000	-22.391840608660225	-16.635532333438686	-5.75630827522154	-16.635532333438686	10.019607414847629	-7.520286342969879	0.19043900013808404	1.7639780677483383	10.019607414847629	Infinity
386000	-20.677364581316052	-16.635532333438686	-4.041832247877366	-16.635532333438686	10.002552742801177	-7.695481421615988	0.029360983929066106	3.653649173738622	10.002552742801177	Infinity
387000	-20.307350180449333	-16.635532333438686	-3.6718178470106477	-16.635532333438686	10.009940534395449	-6.863978379458537	0.09817286045258862	3.192160532447889	10.009940534395449	Infinity
