#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:file2c452d0b6f76" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:file2c452d0b6f76" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:file2c452d0b6f76">
#                <taxonset id="TaxonSet.file2c452d0b6f76" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:file2c452d0b6f76" name="distribution" x="@birthRate.t:file2c452d0b6f76">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:file2c452d0b6f76" name="distribution">
#            <parameter id="clockRate.c:file2c452d0b6f76" name="x">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:file2c452d0b6f76">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean">10.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma">0.01</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@file2c452d0b6f76" id="treeLikelihood.file2c452d0b6f76" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:file2c452d0b6f76">
#            <siteModel id="SiteModel.s:file2c452d0b6f76" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:file2c452d0b6f76" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:file2c452d0b6f76" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:file2c452d0b6f76" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:file2c452d0b6f76" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:file2c452d0b6f76" id="StrictClock.c:file2c452d0b6f76" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.file2c452d0b6f76	TreeHeight	YuleModel	birthRate	monophyletic(auto_name_1)	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
0	-416878.9649718041	-15.012767536321496	-416863.9522042678	-15.012767536321496	0.8691087600432056	-1.7642563219403489	1.0	0	-416862.18794794584	0.8691087600432056	1.0
1000	-19.71940501984684	-16.18277341113215	-3.5366316087146905	-16.18277341113215	9.992602848219633	-6.949273989189173	0.15896437807835637	0	3.4126423804744825	9.992602848219633	0.44385805152929275
2000	-21.331109401209496	-16.546752475035774	-4.784356926173723	-16.546752475035774	10.004452857679889	-8.37144887137043	0.23230226013509922	0	3.587091945196706	10.004452857679889	0.40665309560337437
3000	-20.98849916095034	-16.635529116416567	-4.352970044533775	-16.635529116416567	9.985479119875292	-6.984921899336449	0.09333517643094147	0	2.631951854802674	9.985479119875292	1.3000543034355379
4000	-20.11270458115899	-16.63553233343869	-3.4771722477203015	-16.63553233343869	9.991968127058612	-6.840848985770755	0.08494986568851408	0	3.3636767380504535	9.991968127058612	10.923457631862256
5000	-20.508051995072638	-16.635532333438686	-3.872519661633951	-16.635532333438686	10.009219491307322	-7.133756214588458	0.05198678918165725	0	3.2612365529545073	10.009219491307322	16.422861691814653
6000	-21.72282859403181	-16.635532333438686	-5.0872962605931225	-16.635532333438686	9.980982771227772	-6.965252962500322	0.0934096564797365	0	1.8779567019071994	9.980982771227772	54.95369296615112
7000	-21.443706137871963	-16.635532333438686	-4.808173804433279	-16.635532333438686	9.982423092643243	-6.949667096076627	0.05292691806777546	0	2.1414932916433487	9.982423092643243	142.3737288056845
8000	-20.782504614233382	-16.635532333438686	-4.146972280794696	-16.635532333438686	9.990878044974806	-7.417153616169847	0.13325831237492494	0	3.270181335375151	9.990878044974806	56.51903919041059
9000	-21.576494405880165	-16.635532333438686	-4.940962072441479	-16.635532333438686	9.989010014964249	-8.023294869794732	0.21958219728871067	0	3.082332797353253	9.989010014964249	83.21219474857487
10000	-23.338660225293697	-16.635532333438686	-6.7031278918550115	-16.635532333438686	10.016354074721729	-9.052080744618952	0.3255931027720729	0	2.34895285276394	10.016354074721729	121.66712766977155
11000	-20.57344256387065	-16.635532333438686	-3.9379102304319655	-16.635532333438686	9.99394467644643	-7.440807166523308	0.16086738633265643	0	3.502896936091343	9.99394467644643	106.61643364493904
12000	-20.421031580382994	-16.635532333438686	-3.7854992469443083	-16.635532333438686	10.000314350425834	-7.471236818776618	0.11098644527968848	0	3.68573757183231	10.000314350425834	233.07020801528748
13000	-20.305834012396907	-16.635532333438686	-3.6703016789582206	-16.635532333438686	10.000314350425834	-7.356039250790531	0.16839199912868918	0	3.68573757183231	10.000314350425834	1325.0816180053205
14000	-21.11023961856222	-16.635532333438686	-4.474707285123532	-16.635532333438686	9.987668806712863	-7.400647298483282	0.05356770170063582	0	2.925940013359749	9.987668806712863	846.5951823650435
15000	-20.374757126485967	-16.635532333438686	-3.7392247930472804	-16.635532333438686	10.006349715280715	-7.223862025099983	0.14826118933781518	0	3.4846372320527026	10.006349715280715	2032.3886011262098
16000	-20.305762882086068	-16.635532333438686	-3.6702305486473827	-16.635532333438686	10.006349715280715	-7.154867780700085	0.17411206797384515	0	3.4846372320527026	10.006349715280715	4569.400839093744
